5.000000000000000000e+00 1.824171121126471132e-02
5.010010010010010006e+00 1.840910612213127184e-02
5.020020020020020013e+00 1.857650103299782543e-02
5.030030030030030019e+00 1.874389594386438249e-02
5.040040040040040026e+00 1.891129085473093607e-02
5.050050050050050032e+00 1.907868576559748966e-02
5.060060060060060039e+00 1.924608067646405019e-02
5.070070070070070045e+00 1.941347558733060377e-02
5.080080080080080052e+00 1.958087049819716083e-02
5.090090090090090058e+00 1.974957665022094092e-02
5.100100100100100065e+00 1.991842639428090950e-02
5.110110110110110071e+00 2.008727613834088155e-02
5.120120120120120077e+00 2.025723263107439068e-02
5.130130130130130084e+00 2.042746997377219154e-02
5.140140140140140090e+00 2.059770731646999586e-02
5.150150150150150097e+00 2.076886081289667021e-02
5.160160160160160103e+00 2.094041845207648619e-02
5.170170170170170110e+00 2.111197609125630911e-02
5.180180180180180116e+00 2.128427326320049898e-02
5.190190190190190123e+00 2.145708392299091813e-02
5.200200200200200129e+00 2.162989458278133728e-02
5.210210210210210136e+00 2.180328216444677239e-02
5.220220220220220142e+00 2.197727868626188352e-02
5.230230230230230148e+00 2.215127520807699465e-02
5.240240240240240155e+00 2.232570004816798390e-02
5.250250250250250161e+00 2.250081547874975899e-02
5.260260260260260168e+00 2.267593090933153407e-02
5.270270270270270174e+00 2.285134002173185366e-02
5.280280280280280181e+00 2.302750769817010768e-02
5.290290290290290187e+00 2.320367537460835822e-02
5.300300300300300194e+00 2.338001598759542957e-02
5.310310310310310200e+00 2.355716961927210515e-02
5.320320320320320207e+00 2.373432325094877726e-02
5.330330330330330213e+00 2.391154285492394158e-02
5.340340340340340219e+00 2.408961660233965157e-02
5.350350350350350226e+00 2.426769034975536157e-02
5.360360360360360232e+00 2.444576409717107157e-02
5.370370370370370239e+00 2.462466529392341036e-02
5.380380380380380245e+00 2.480359384437282738e-02
5.390390390390390252e+00 2.498252239482224440e-02
5.400400400400400258e+00 2.516213381973331914e-02
5.410410410410410265e+00 2.534185245980631607e-02
5.420420420420420271e+00 2.552157109987931299e-02
5.430430430430430278e+00 2.570184196964307374e-02
5.440440440440440284e+00 2.588228665453695329e-02
5.450450450450450290e+00 2.606273133943083284e-02
5.460460460460460297e+00 2.624361137477672010e-02
5.470470470470470303e+00 2.642471879441257721e-02
5.480480480480480310e+00 2.660582621404844125e-02
5.490490490490490316e+00 2.678726567666580780e-02
5.500500500500500323e+00 2.696897331861097466e-02
5.510510510510510329e+00 2.715068096055613805e-02
5.520520520520520336e+00 2.733263068848440155e-02
5.530530530530530342e+00 2.751487689768896197e-02
5.540540540540540349e+00 2.769712310689352239e-02
5.550550550550550355e+00 2.787953454838377684e-02
