Name,Rest Wavelength (micron),Strength (10^-17 W/m^2),S_err+,S_err-,Continuum (10^-17 W/m^2/um),C_err+,C_err-,Eqw (micron),E_err+,E_err-
H2 S(7),5.511,0.016252667657208,0.018444823473684764,0.011336934486782382,0.3636163770743951,0.02590371637845823,0.025688318335612637,<0.27410266980906034,-,-
H2 S(6),6.109,0.03268328646924408,0.06319613267175483,0.027798288858246686,0.47089937129121,0.03453449946507442,0.03334958231408164,<0.5234640013646396,-,-
H2 S(5),6.909,0.04406348258684233,0.03483678783781493,0.028714981180721064,0.5387449048806904,0.0411256129503349,0.0394440792996269,<0.39326270939611957,-,-
Ar II,6.985,0.2591745225629624,0.040523325573978364,0.0434714064071873,0.5422005153702976,0.041514531089183904,0.04009854448127448,0.47755375163348807,0.08582184181183344,0.08552331522502887
NeVI,7.6524,0.1481940487588561,0.18274060223526406,0.10744570754996259,0.5556190263840577,0.04302839058239605,0.04195249212422647,<1.5879444225910695,-,-
H2 S(4),8.026,0.05784844267065599,0.05555560041887739,0.039693884431140594,0.5226647894360175,0.03998526343845188,0.03748858106020536,<0.6238614409299547,-,-
AR III,8.991,0.015483853370666333,0.01872282900850301,0.011176150338580514,0.30493778540086725,0.02129968647060876,0.02062904091209905,<0.39884238330599386,-,-
H2 S(3),9.665,0.1869067981545992,0.03446409171560688,0.031076049617898366,0.25055061585851646,0.016325517966812364,0.01496463288975139,0.7462554115626867,0.1364989300517816,0.12281646598156926
S IV,10.511,0.07382137879237803,0.03229256982199648,0.033000894695809566,0.2518009662590613,0.017328033130405207,0.015847102212544595,<0.7076653416014355,-,-
H2 S(2),12.278,0.09188235404904893,0.031245511729487627,0.029896062556527936,0.3482255427529555,0.020198213594047887,0.01927884767093091,<0.6231095921677884,-,-
Ne II,12.813,1.421929800152773,0.09117510844590826,0.10797940347792356,0.38909399164940606,0.020816511064278564,0.020868752054289508,3.6619570867335454,0.2848579762197745,0.3281036412495175
C2H2,13.7,-0.03281001593394474,0.01517591555474828,0.01910354727478434,0.3804356532272454,0.018087048088356206,0.019845748716172285,<-0.00399378816918109,-,-
HCN,14.0,-0.02907028500093861,0.013501035430432105,0.01701419604791373,0.3757620304580723,0.01850356203882597,0.02034806667551231,<-0.0033760154391782775,-,-
PAH,5.27,0.5350656349100071,0.13061602211069911,0.11827356093167174,0.30067438262044305,0.024462265980846,0.02538388444686268,1.7780662320926917,0.5703896260781445,0.44609615640779987
PAH,5.7,0.6567023141313687,0.08799225438970637,0.08352425390733886,0.3998287288952032,0.027859774205432453,0.02685854481872385,1.6428677438795911,0.30267421537064054,0.2700682454701535
PAH,6.22,6.34167466099625,0.18943509433308048,0.1802135974872261,0.48155304078775,0.03537583787188553,0.03339958620499167,13.143871179920199,1.1668494203817925,0.9731479492721391
PAH 6.2 Complex,6.2,6.34167466099625,0.18943509433308048,0.1802135974872261,0.48155304078775,0.03537583787188553,0.03339958620499167,13.143871179920199,1.1668494203817925,0.9731479492721391
PAH,6.69,1.4282308391869192,0.27355646356701224,0.2672863147199016,0.5243723485079159,0.039600127854531375,0.038226342086351894,2.7192473217495166,0.6611556725137708,0.59337896189363
PAH,7.42,9.304184477495578,1.2032456192727992,1.1927871577152054,0.5553655941961151,0.04303297316030874,0.04167988647112009,16.747144679241234,2.9947362002051214,2.705582779284411
PAH,7.6,7.834278181139274,1.1872506515284105,1.1476771775482133,0.5563004786737549,0.04310050596671844,0.04214936806385927,14.09992097063411,2.4353569917913003,2.256624768044798
PAH,7.85,11.54512101131746,1.2810052064463893,1.3008488352473737,0.5467734063281056,0.04263985831803063,0.04041943008752791,20.994087204315896,3.2032540186492007,2.7049091832288212
PAH7.7Complex,7.7,28.714354856464105,0.917959594417983,0.9232249668891832,0.5541115633256616,0.042940743373972134,0.04172286560813365,51.81164733449019,5.368307045946679,4.807063002167908
PAH,8.33,2.257029933158396,0.3738544843926137,0.3430516002344828,0.46178682071388477,0.032668927334140896,0.03085656931871633,4.89302617646436,0.9656639872992576,0.8589180264261636
PAH,8.61,6.333793407444256,0.42230690797352555,0.43170681450923354,0.3868465793743334,0.026488703534117197,0.02543403577647191,16.367691840357104,1.5290524735943407,1.487148617496505
PAH 8.6 Complex,8.61,6.333793407444256,0.42230690797352555,0.43170681450923354,0.3868465793743334,0.026488703534117197,0.02543403577647191,16.367691840357104,1.5290524735943407,1.487148617496505
PAH,10.68,0.22525975491562839,0.0689970974920624,0.06873870293504031,0.25307518535841056,0.01779533033494113,0.01632141541752069,0.8874390210717257,0.29758294228772,0.27773285156846095
PAH,11.23,2.981177684093731,0.3280282310958369,0.35469312892816784,0.2639143198781635,0.019121026342761138,0.01710861389519988,11.306946342235708,1.26372114591042,1.3812275515161385
PAH,11.33,7.338603789898276,0.45142696283596706,0.42419988068184633,0.26745521499674296,0.01949278695593676,0.017083117004529136,27.40601864482244,2.335817257581912,2.180994915196603
