Name,Rest Wavelength (micron),Strength (10^-17 W/m^2),S_err+,S_err-,Continuum (10^-17 W/m^2/um),C_err+,C_err-,Eqw (micron),E_err+,E_err-
PAH,10.68,0.08624778005454047,0.012827604020874656,0.012570192638245381,0.06847356161381221,0.002990921477770747,0.002560391955043595,1.2577223208026478,0.2053846551686449,0.19503549973461864
PAH,11.23,0.9060285818675682,0.05976457645871047,0.07719450502465186,0.07221159805218857,0.004133970887664845,0.004058807665149725,12.516721298284152,1.0390189556652896,1.1466440740150556
PAH,11.33,2.0860750212831283,0.0914431475554407,0.08085943095632908,0.07418550410527514,0.004416355005802383,0.004543539579706546,28.182650636875195,2.4759640599917496,2.189670889878503
PAH11.3Complex,11.3,2.9892304567268972,0.06218488773200104,0.06082128695115596,0.07368237617682999,0.004412408057939687,0.004414228589098651,40.53353007091593,3.0404789296885824,2.5065767642169376
PAH,11.99,0.9886439795953579,0.10395659509424782,0.07743180821402063,0.09868899446443763,0.006505007490110029,0.007502282173773411,10.002763578860412,1.779012115954119,1.2357817278316485
PAH,12.62,1.583925411505144,0.12813943406645256,0.13554440977859472,0.140480293826789,0.006173380415806812,0.0062654225915596,11.270180479227495,1.414929083868298,1.347034505111644
PAH,12.69,0.23048023477356971,0.056040127336929535,0.046647696446377646,0.14617060494050454,0.006222453809458461,0.005888629034639298,1.5749266995653626,0.3801480938781916,0.31548071325788607
PAH12.7Complex,12.7,1.8139078933834978,0.12506132128136271,0.12065859262589673,0.1456484184641278,0.006193856502635542,0.006012768709897531,12.467205519899993,1.3519607657899897,1.26479604555378
PAH,13.48,0.41967629945643514,0.06411979216547364,0.0639617489624052,0.14513066727903273,0.004741293063883184,0.004638912606248713,2.890888014575202,0.536513117571896,0.503998445204032
PAH,14.04,0.040404943067362344,0.024876679539932257,0.022095755650006356,0.13723965774755348,0.004414002741924716,0.004791256890231965,0.2956906656475541,0.18599897388223263,0.1647322929204302
PAH,14.19,0.09360069908533042,0.050709338186161246,0.04916970768287446,0.1351814758006885,0.004767576812221619,0.005049332360566677,0.6917583662033269,0.404290949186463,0.3691683201782076
EW(12.7)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237664635935482,0.026097389431561868,0.027206192767278925
EW(6.2)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790439736686006,0.02895875521851915,0.03124160537153814
EW(7.7)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4155000031495129,0.1095884775080711,0.13395693911587658
EW(7.7)/EW(8.6),0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0334813062382224,0.2536875857773091,0.29405786726928484
EW(8.6)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46790516743124366,0.02918879079432729,0.03083814580248856
cont(12.7)/cont(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9765935638179752,0.08580443734361864,0.09457616697572746
cont(6.2)/cont(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.673321782305468,0.1822550415087445,0.19932930785165004
cont(7.7)/cont(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1590658658446076,0.24468328534743478,0.23524100365443923
cont(7.7)/cont(8.6),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7610680940654608,0.09883509884986674,0.13423450001443893
cont(8.6)/cont(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.782642952313576,0.09162575072108248,0.07430008658744658
PAH(12.7)/PAH(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5372754748004861,0.03305992474524755,0.03409214832656715
PAH(6.2)/PAH(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568236934116102,0.020356308261706868,0.022217452124326242
PAH(7.7)/PAH(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7155462835033894,0.11022578824246354,0.1168395379304008
PAH(7.7)/PAH(8.6),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.748880287826026,0.2263036800311946,0.28484117268312303
PAH(8.6)/PAH(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783279759154812,0.03707748962099855,0.031241595973914404
SF EW(12.7)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671730678607253,0.03144255183126754,0.03531293742282071
SF EW(6.2)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8034601889449529,0.03178673307652646,0.059335141751019616
SF EW(7.7)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8897344456310683,0.12342386485802592,0.16699681320702808
SF EW(7.7)/EW(8.6),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6134284872064395,0.23583855159604727,0.29230114331687496
SF EW(8.6)/EW(11.3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6296556565723004,0.035424238651175166,0.03278189700637624
Sil Depth 10,9.7,0.0,0.0,0.0,0.0,0.0,0.0,-1.088468093745872,0.06731133516642229,0.06587364642506244
Nuclear Fraction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45921639947235865,0.033544453405054464,0.03485256785983093
PAHtoSF Ratio,0,0.0,0.0,0.0,0.0,0.0,0.0,2.680990179559815,0.14718784684924602,0.1533642608318604
