Name,Rest Wavelength (micron),Strength (10^-17 W/m^2),S_err+,S_err-,Continuum (10^-17 W/m^2/um),C_err+,C_err-,Eqw (micron),E_err+,E_err-
H2 S(7),5.511,0.007965388395488063,0.0033745759256389347,0.003618434103983284,0.1388172078981024,0.008612019231472257,0.008810599554518073,<0.18282638181283747,-,-
H2 S(6),6.109,0.02129115230681552,0.008163021659563778,0.009050607849460962,0.19337681079664903,0.011385310415959748,0.01195288459240157,<0.2730424589763238,-,-
H2 S(5),6.909,0.020354184249688323,0.005554047702695648,0.005328282582227778,0.22470175563565553,0.014651941765896709,0.015591564388635126,0.09088927173647579,0.02497795929621556,0.023127846721411924
Ar II,6.985,0.07140950139208135,0.0062233759462992505,0.006239549730454361,0.22659613182080446,0.014984762679615765,0.015935727974926123,0.31518139716023297,0.03795908737830189,0.03269214829127287
NeVI,7.6524,0.06408386379413139,0.0432046017349674,0.04051591520213132,0.23375536621320034,0.016178762835333843,0.01671934928890506,<0.9405756218077437,-,-
H2 S(4),8.026,0.011803905103741245,0.011464960788248064,0.00777512890105472,0.21282516243216038,0.015507610287618767,0.015074940282348015,<0.30001194828342426,-,-
AR III,8.991,0.0033440425347062083,0.0038975481816771957,0.002464734274587854,0.08890029112897632,0.006233809190571149,0.005651954831335224,<0.29731572732400496,-,-
H2 S(3),9.665,0.04422133493304791,0.004358462997884893,0.003985924643684663,0.07201617582127395,0.003046466779673962,0.0025830422100421024,0.6140255473790743,0.06157441667372865,0.058160298672049304
S IV,10.511,0.02363608232341165,0.0062468158075858135,0.006292359385032146,0.06858085610130535,0.0029599529042762807,0.0024842075254927487,0.3435827728800933,0.08977950478638319,0.09300658252171268
H2 S(2),12.278,0.033260015975691934,0.006760577017910101,0.006528027358932091,0.12211018738211227,0.006740562552297741,0.007416184231041109,0.2735560093223554,0.060150971329467284,0.05694556325123468
Ne II,12.813,0.45028208841915074,0.022920603339383006,0.03322469160618591,0.1487970780657557,0.005918719753552987,0.005719186256616077,3.0189553605616917,0.18564018889027833,0.23578903710779375
C2H2,13.7,-0.010753360281630224,0.003998963471665486,0.004461629517627942,0.14139080655677647,0.004260464071441011,0.004541196908069867,<-0.005441273508631145,-,-
HCN,14.0,-0.009490688121216888,0.003551260860468923,0.0038778644896244746,0.13739958206592567,0.004474286085129148,0.00490110494744142,<-0.004818047561134066,-,-
PAH,5.27,0.20542689750982687,0.027602338902467133,0.02687378273730781,0.10614983883448625,0.00951675341965251,0.010684304062442973,1.93719690390723,0.4632346625279915,0.3771798145346732
PAH,5.7,0.20094359764473235,0.019967693469328668,0.019081482555056345,0.15523912368765286,0.00878824090314323,0.009028207640004005,1.295789693362533,0.2026987820536661,0.17747286496728365
PAH,6.22,1.5860969629479302,0.03088372732625344,0.02752361744583043,0.1975148270847592,0.01165712009109418,0.01233820104396699,8.047932443048296,0.5719888962166451,0.5146522712815571
PAH 6.2 Complex,6.2,1.5860969629479302,0.03088372732625344,0.02752361744583043,0.1975148270847592,0.01165712009109418,0.01233820104396699,8.047932443048296,0.5719888962166451,0.5146522712815571
PAH,6.69,0.28263872948915436,0.05693707355093208,0.0536724206213553,0.21813631989790747,0.014096832276182941,0.015171110102327773,1.300497637732424,0.32657171187327183,0.29133755245381576
PAH,7.42,2.417664562369255,0.28805401916726936,0.30256152900426114,0.23330733175874835,0.016022149024277094,0.01662566399220297,10.403988053949437,1.7385362523146082,1.6653485788836768
PAH,7.6,2.0454762379794698,0.2640243987374,0.2789055972968162,0.23391182910072905,0.016200171732161095,0.01664700781996295,8.749202657291368,1.342352810583936,1.2874849729204145
PAH,7.85,3.2714179091744757,0.31256248314437407,0.3511819000786738,0.22848498098294642,0.016286764319094038,0.01604981362931976,14.276249903307448,2.0010165131820408,1.8108531430876482
PAH7.7Complex,7.7,7.722108237334698,0.23479960257413612,0.24237673229377155,0.23266163134918644,0.016313410217665802,0.016570383590357174,33.18012635657075,3.467268690177761,2.9985960289630142
PAH,8.33,0.5680710553009809,0.08313293142626277,0.08069179411930433,0.17550526248670756,0.013505164273767828,0.01326149806413307,3.2402840362059147,0.6537704721871593,0.5785270273073526
PAH,8.61,1.7897277042343813,0.08322467155333602,0.09797130421216682,0.13131906835829307,0.010685214916324626,0.011648414869922394,13.583667505868291,1.8491482312116503,1.5575720105556687
PAH 8.6 Complex,8.61,1.7897277042343813,0.08322467155333602,0.09797130421216682,0.13131906835829307,0.010685214916324626,0.011648414869922394,13.583667505868291,1.8491482312116503,1.5575720105556687
